,lat,lon,avg_windspeed,date
0,45.5,-125.0,8.324813299845092,2021-02-07
1,45.5,-124.38,7.191525978842701,2021-02-07
2,45.5,-123.75,5.23013409090111,2021-02-07
3,45.5,-123.12,4.534140902853889,2021-02-07
4,45.5,-122.5,5.212136257643602,2021-02-07
5,45.5,-121.88,6.933683089913683,2021-02-07
6,45.5,-121.25,9.556155335647178,2021-02-07
7,45.5,-120.62,11.245935895533085,2021-02-07
8,45.5,-120.0,11.830428898582527,2021-02-07
9,45.5,-119.38,11.747168275954555,2021-02-07
10,45.5,-118.75,11.671914431697955,2021-02-07
11,45.5,-118.12,10.554459887756726,2021-02-07
12,45.5,-117.5,9.252157054868116,2021-02-07
13,45.5,-116.88,8.570967590662653,2021-02-07
14,45.5,-116.25,6.455368673073457,2021-02-07
15,46.0,-125.0,9.401821231855932,2021-02-07
16,46.0,-124.38,8.033621216559846,2021-02-07
17,46.0,-123.75,5.514737307143881,2021-02-07
18,46.0,-123.12,4.469567980077396,2021-02-07
19,46.0,-122.5,4.410068555037249,2021-02-07
20,46.0,-121.88,6.7237653475478965,2021-02-07
21,46.0,-121.25,9.253167909067598,2021-02-07
22,46.0,-120.62,11.168257663990369,2021-02-07
23,46.0,-120.0,10.803413036947227,2021-02-07
24,46.0,-119.38,10.894380662452152,2021-02-07
25,46.0,-118.75,11.682396192438558,2021-02-07
26,46.0,-118.12,10.665822122272806,2021-02-07
27,46.0,-117.5,10.590213125630255,2021-02-07
28,46.0,-116.88,9.956071326046404,2021-02-07
29,46.0,-116.25,9.7129128955399,2021-02-07
30,46.5,-125.0,10.728300158144627,2021-02-07
31,46.5,-124.38,9.2290195464659,2021-02-07
32,46.5,-123.75,5.7855422659212605,2021-02-07
33,46.5,-123.12,4.694412896105599,2021-02-07
34,46.5,-122.5,4.887133789069681,2021-02-07
35,46.5,-121.88,6.249105677409953,2021-02-07
36,46.5,-121.25,8.629670540744376,2021-02-07
37,46.5,-120.62,9.6906008023919,2021-02-07
38,46.5,-120.0,8.508611477795705,2021-02-07
39,46.5,-119.38,8.640917246152176,2021-02-07
40,46.5,-118.75,10.358667137667263,2021-02-07
41,46.5,-118.12,11.461250238120094,2021-02-07
42,46.5,-117.5,12.337167441364663,2021-02-07
43,46.5,-116.88,11.870369538778348,2021-02-07
44,46.5,-116.25,8.328407899708782,2021-02-07
45,47.0,-125.0,11.78737732751731,2021-02-07
46,47.0,-124.38,9.271131052546805,2021-02-07
47,47.0,-123.75,6.316977911306277,2021-02-07
48,47.0,-123.12,5.274830945262029,2021-02-07
49,47.0,-122.5,5.32394200578309,2021-02-07
50,47.0,-121.88,6.084003157188943,2021-02-07
51,47.0,-121.25,8.099780900759962,2021-02-07
52,47.0,-120.62,9.047881021088292,2021-02-07
53,47.0,-120.0,8.42204557382505,2021-02-07
54,47.0,-119.38,9.027760597826468,2021-02-07
55,47.0,-118.75,8.706628012874006,2021-02-07
56,47.0,-118.12,9.369922200019307,2021-02-07
57,47.0,-117.5,7.998215998048612,2021-02-07
58,47.0,-116.88,5.238570696286471,2021-02-07
59,47.0,-116.25,4.509731850964386,2021-02-07
60,47.5,-125.0,12.121322573180722,2021-02-07
61,47.5,-124.38,9.176117507860605,2021-02-07
62,47.5,-123.75,6.069038449003336,2021-02-07
63,47.5,-123.12,5.316780424746516,2021-02-07
64,47.5,-122.5,5.2974680956347,2021-02-07
65,47.5,-121.88,5.001852729530076,2021-02-07
66,47.5,-121.25,7.230253266345138,2021-02-07
67,47.5,-120.62,7.555242871243095,2021-02-07
68,47.5,-120.0,7.7484149587351645,2021-02-07
69,47.5,-119.38,8.181080271112377,2021-02-07
70,47.5,-118.75,6.997063977979576,2021-02-07
71,47.5,-118.12,4.844811930500297,2021-02-07
72,47.5,-117.5,3.9740866590532753,2021-02-07
73,47.5,-116.88,3.4244193538790504,2021-02-07
74,47.5,-116.25,3.2993349816717323,2021-02-07
75,48.0,-125.0,12.198732748573493,2021-02-07
76,48.0,-124.38,6.65451687472947,2021-02-07
77,48.0,-123.75,6.416440142464778,2021-02-07
78,48.0,-123.12,6.398422282603956,2021-02-07
79,48.0,-122.5,4.328302106162136,2021-02-07
80,48.0,-121.88,3.8930001353663015,2021-02-07
81,48.0,-121.25,5.211576560070529,2021-02-07
82,48.0,-120.62,5.510205546321331,2021-02-07
83,48.0,-120.0,5.242464276288564,2021-02-07
84,48.0,-119.38,5.139994009960412,2021-02-07
85,48.0,-118.75,3.40409581480327,2021-02-07
86,48.0,-118.12,3.097355155533114,2021-02-07
87,48.0,-117.5,3.742013461513293,2021-02-07
88,48.0,-116.88,3.5427682578143727,2021-02-07
89,48.0,-116.25,3.0578412821900405,2021-02-07
90,48.5,-125.0,10.030666987085427,2021-02-07
91,48.5,-124.38,6.678375733667207,2021-02-07
92,48.5,-123.75,6.602490053944912,2021-02-07
93,48.5,-123.12,7.1673058575138855,2021-02-07
94,48.5,-122.5,4.870130196199247,2021-02-07
95,48.5,-121.88,3.944648539385088,2021-02-07
96,48.5,-121.25,4.209924590590884,2021-02-07
97,48.5,-120.62,4.943459160939161,2021-02-07
98,48.5,-120.0,3.9864672470102316,2021-02-07
99,48.5,-119.38,2.6298527462762915,2021-02-07
100,48.5,-118.75,2.9372577787771665,2021-02-07
101,48.5,-118.12,3.063302592754899,2021-02-07
102,48.5,-117.5,3.2509647264674832,2021-02-07
103,48.5,-116.88,3.5642184093274913,2021-02-07
104,48.5,-116.25,3.20598291224418,2021-02-07
105,49.0,-125.0,4.363252061019348,2021-02-07
106,49.0,-124.38,4.053799120784683,2021-02-07
107,49.0,-123.75,6.65663279172896,2021-02-07
108,49.0,-123.12,5.580205326755315,2021-02-07
109,49.0,-122.5,4.276444785322449,2021-02-07
110,49.0,-121.88,3.836584471034577,2021-02-07
111,49.0,-121.25,4.024342150472692,2021-02-07
112,49.0,-120.62,4.283087305858802,2021-02-07
113,49.0,-120.0,3.6508748478879074,2021-02-07
114,49.0,-119.38,2.8307809585720567,2021-02-07
115,49.0,-118.75,3.612708912484571,2021-02-07
116,49.0,-118.12,2.9116210674874785,2021-02-07
117,49.0,-117.5,2.746408829268009,2021-02-07
118,49.0,-116.88,2.8484970739942006,2021-02-07
119,49.0,-116.25,2.439635658975068,2021-02-07
120,49.5,-125.0,4.669281322489781,2021-02-07
121,49.5,-124.38,5.400613643057993,2021-02-07
122,49.5,-123.75,4.667770317367377,2021-02-07
123,49.5,-123.12,3.352479520496855,2021-02-07
124,49.5,-122.5,2.140667881887544,2021-02-07
125,49.5,-121.88,2.096222868045925,2021-02-07
126,49.5,-121.25,1.979516013949875,2021-02-07
127,49.5,-120.62,2.039675560829875,2021-02-07
128,49.5,-120.0,3.0485704929910047,2021-02-07
129,49.5,-119.38,3.7789795699062836,2021-02-07
130,49.5,-118.75,4.085143548186666,2021-02-07
131,49.5,-118.12,3.6611275844901976,2021-02-07
132,49.5,-117.5,2.3202013125132868,2021-02-07
133,49.5,-116.88,1.9097455215555266,2021-02-07
134,49.5,-116.25,2.2369099600702067,2021-02-07
