,lat,lon,avg_windspeed,date
0,45.5,-125.0,5.61674739359367,2020-11-22
1,45.5,-124.38,5.5111855163512535,2020-11-22
2,45.5,-123.75,4.318606930957715,2020-11-22
3,45.5,-123.12,3.5774516880949494,2020-11-22
4,45.5,-122.5,4.2083952095713935,2020-11-22
5,45.5,-121.88,3.7983480612673475,2020-11-22
6,45.5,-121.25,3.0776338511214476,2020-11-22
7,45.5,-120.62,3.7582873154459726,2020-11-22
8,45.5,-120.0,5.367700305986999,2020-11-22
9,45.5,-119.38,6.573286465521181,2020-11-22
10,45.5,-118.75,8.777137297011944,2020-11-22
11,45.5,-118.12,8.313949598150165,2020-11-22
12,45.5,-117.5,6.470447423187241,2020-11-22
13,45.5,-116.88,5.575276924665617,2020-11-22
14,45.5,-116.25,4.016691884425576,2020-11-22
15,46.0,-125.0,5.908241585547169,2020-11-22
16,46.0,-124.38,5.645366317019641,2020-11-22
17,46.0,-123.75,4.684100157544313,2020-11-22
18,46.0,-123.12,4.155546991729753,2020-11-22
19,46.0,-122.5,5.210417897520746,2020-11-22
20,46.0,-121.88,4.671845515003951,2020-11-22
21,46.0,-121.25,4.2997994099369565,2020-11-22
22,46.0,-120.62,4.3484305597926545,2020-11-22
23,46.0,-120.0,5.322785680195733,2020-11-22
24,46.0,-119.38,2.280509377622299,2020-11-22
25,46.0,-118.75,6.514213427528714,2020-11-22
26,46.0,-118.12,6.236371649014955,2020-11-22
27,46.0,-117.5,5.2080139499092395,2020-11-22
28,46.0,-116.88,4.837295651589945,2020-11-22
29,46.0,-116.25,4.298822068528012,2020-11-22
30,46.5,-125.0,6.510972774870865,2020-11-22
31,46.5,-124.38,5.707336863881487,2020-11-22
32,46.5,-123.75,4.425537574261414,2020-11-22
33,46.5,-123.12,4.189263915843228,2020-11-22
34,46.5,-122.5,4.754802042289855,2020-11-22
35,46.5,-121.88,4.590162933536674,2020-11-22
36,46.5,-121.25,2.689949297939109,2020-11-22
37,46.5,-120.62,2.7747857356681283,2020-11-22
38,46.5,-120.0,3.5038877746048467,2020-11-22
39,46.5,-119.38,3.149615747398521,2020-11-22
