,lower_left_lat,lower_left_lon,upper_right_lat,upper_right_lon,avg_speed,date
0,45.5,-125.0,46.0,-124.38,5.240982757655207,2020-05-26
1,45.5,-124.38,46.0,-123.75,4.0233512703060015,2020-05-26
2,45.5,-123.75,46.0,-123.12,3.0077080382850125,2020-05-26
3,45.5,-123.12,46.0,-122.5,2.599149907031377,2020-05-26
4,45.5,-122.5,46.0,-121.88,2.7733477862108904,2020-05-26
5,45.5,-121.88,46.0,-121.25,3.5144995380420387,2020-05-26
6,45.5,-121.25,46.0,-120.62,4.559177907798278,2020-05-26
7,45.5,-120.62,46.0,-120.0,5.516867366405463,2020-05-26
8,45.5,-120.0,46.0,-119.38,5.740991501838121,2020-05-26
9,45.5,-119.38,46.0,-118.75,5.452712218580779,2020-05-26
10,45.5,-118.75,46.0,-118.12,4.840657741574778,2020-05-26
11,45.5,-118.12,46.0,-117.5,4.122490745637438,2020-05-26
12,45.5,-117.5,46.0,-116.88,3.561342477987867,2020-05-26
13,45.5,-116.88,46.0,-116.25,3.1541839920244286,2020-05-26
14,46.0,-125.0,46.5,-124.38,5.126485181487505,2020-05-26
15,46.0,-124.38,46.5,-123.75,3.8951306385419993,2020-05-26
16,46.0,-123.75,46.5,-123.12,2.876852020100174,2020-05-26
17,46.0,-123.12,46.5,-122.5,2.4824909137116666,2020-05-26
18,46.0,-122.5,46.5,-121.88,2.6253383300590767,2020-05-26
19,46.0,-121.88,46.5,-121.25,3.2588225908239252,2020-05-26
20,46.0,-121.25,46.5,-120.62,4.17910423047845,2020-05-26
21,46.0,-120.62,46.5,-120.0,4.8937135946801185,2020-05-26
22,46.0,-120.0,46.5,-119.38,5.085310667374098,2020-05-26
23,46.0,-119.38,46.5,-118.75,5.214730907613728,2020-05-26
24,46.0,-118.75,46.5,-118.12,5.358556630984184,2020-05-26
25,46.0,-118.12,46.5,-117.5,5.303286348199396,2020-05-26
26,46.0,-117.5,46.5,-116.88,4.756466474402956,2020-05-26
27,46.0,-116.88,46.5,-116.25,3.965932364208845,2020-05-26
28,46.5,-125.0,47.0,-124.38,5.23226576593949,2020-05-26
29,46.5,-124.38,47.0,-123.75,3.854583590612543,2020-05-26
30,46.5,-123.75,47.0,-123.12,2.73423756336038,2020-05-26
31,46.5,-123.12,47.0,-122.5,2.3048216566801907,2020-05-26
32,46.5,-122.5,47.0,-121.88,2.4249298115726075,2020-05-26
33,46.5,-121.88,47.0,-121.25,3.0944647276619026,2020-05-26
34,46.5,-121.25,47.0,-120.62,3.957937877374882,2020-05-26
35,46.5,-120.62,47.0,-120.0,4.353629570293545,2020-05-26
36,46.5,-120.0,47.0,-119.38,4.526363578925873,2020-05-26
37,46.5,-119.38,47.0,-118.75,4.826094822965905,2020-05-26
38,46.5,-118.75,47.0,-118.12,5.4425771820041415,2020-05-26
39,46.5,-118.12,47.0,-117.5,5.907325540381736,2020-05-26
40,46.5,-117.5,47.0,-116.88,5.330384833514866,2020-05-26
41,46.5,-116.88,47.0,-116.25,4.26912376443004,2020-05-26
42,47.0,-125.0,47.5,-124.38,5.075818385741739,2020-05-26
43,47.0,-124.38,47.5,-123.75,3.441873256486296,2020-05-26
44,47.0,-123.75,47.5,-123.12,2.507134152243749,2020-05-26
45,47.0,-123.12,47.5,-122.5,2.2717986588245114,2020-05-26
46,47.0,-122.5,47.5,-121.88,2.298077815284964,2020-05-26
47,47.0,-121.88,47.5,-121.25,3.005815126494969,2020-05-26
48,47.0,-121.25,47.5,-120.62,4.005095654367619,2020-05-26
49,47.0,-120.62,47.5,-120.0,4.439016147726427,2020-05-26
50,47.0,-120.0,47.5,-119.38,4.698096526473431,2020-05-26
51,47.0,-119.38,47.5,-118.75,4.97576256740194,2020-05-26
52,47.0,-118.75,47.5,-118.12,5.376430284381158,2020-05-26
53,47.0,-118.12,47.5,-117.5,5.660410011254701,2020-05-26
54,47.0,-117.5,47.5,-116.88,5.14814222005422,2020-05-26
55,47.0,-116.88,47.5,-116.25,4.347584571992651,2020-05-26
56,47.5,-125.0,48.0,-124.38,4.242283989405349,2020-05-26
57,47.5,-124.38,48.0,-123.75,2.723506165214059,2020-05-26
58,47.5,-123.75,48.0,-123.12,2.432805664662173,2020-05-26
59,47.5,-123.12,48.0,-122.5,2.2312830361243843,2020-05-26
60,47.5,-122.5,48.0,-121.88,1.9786098002728745,2020-05-26
61,47.5,-121.88,48.0,-121.25,2.638470686457979,2020-05-26
62,47.5,-121.25,48.0,-120.62,3.6041201114996495,2020-05-26
63,47.5,-120.62,48.0,-120.0,3.984321427201709,2020-05-26
64,47.5,-120.0,48.0,-119.38,4.3640006881271125,2020-05-26
65,47.5,-119.38,48.0,-118.75,4.747563157121646,2020-05-26
66,47.5,-118.75,48.0,-118.12,4.784535461562811,2020-05-26
67,47.5,-118.12,48.0,-117.5,4.706321900057174,2020-05-26
68,47.5,-117.5,48.0,-116.88,4.538951202946208,2020-05-26
69,47.5,-116.88,48.0,-116.25,4.327857480309414,2020-05-26
70,48.0,-125.0,48.5,-124.38,3.445950811124171,2020-05-26
71,48.0,-124.38,48.5,-123.75,2.750603333791621,2020-05-26
72,48.0,-123.75,48.5,-123.12,2.9844951290284425,2020-05-26
73,48.0,-123.12,48.5,-122.5,2.3816446350999083,2020-05-26
74,48.0,-122.5,48.5,-121.88,1.7840111643137728,2020-05-26
75,48.0,-121.88,48.5,-121.25,2.307743341901044,2020-05-26
76,48.0,-121.25,48.5,-120.62,3.1794401551669216,2020-05-26
77,48.0,-120.62,48.5,-120.0,3.6322059137634306,2020-05-26
78,48.0,-120.0,48.5,-119.38,3.736118713786123,2020-05-26
79,48.0,-119.38,48.5,-118.75,3.7382556686527417,2020-05-26
80,48.0,-118.75,48.5,-118.12,3.5075755408279994,2020-05-26
81,48.0,-118.12,48.5,-117.5,3.2051987563928033,2020-05-26
82,48.0,-117.5,48.5,-116.88,3.3214090281088122,2020-05-26
83,48.0,-116.88,48.5,-116.25,3.8084867264996953,2020-05-26
84,48.5,-125.0,49.0,-124.38,2.9721088733936876,2020-05-26
85,48.5,-124.38,49.0,-123.75,3.2171783508932768,2020-05-26
86,48.5,-123.75,49.0,-123.12,3.2483549140056565,2020-05-26
87,48.5,-123.12,49.0,-122.5,2.4928266267912553,2020-05-26
88,48.5,-122.5,49.0,-121.88,2.0474110339002514,2020-05-26
89,48.5,-121.88,49.0,-121.25,2.2907260842987003,2020-05-26
90,48.5,-121.25,49.0,-120.62,3.022935770700717,2020-05-26
91,48.5,-120.62,49.0,-120.0,3.615785761450642,2020-05-26
92,48.5,-120.0,49.0,-119.38,3.2819959339192692,2020-05-26
93,48.5,-119.38,49.0,-118.75,2.8041317709271785,2020-05-26
94,48.5,-118.75,49.0,-118.12,2.6474404453396727,2020-05-26
95,48.5,-118.12,49.0,-117.5,2.425208295704432,2020-05-26
96,48.5,-117.5,49.0,-116.88,2.710147220530387,2020-05-26
97,48.5,-116.88,49.0,-116.25,3.4580944125181308,2020-05-26
98,49.0,-125.0,49.5,-124.38,3.0002936621451,2020-05-26
99,49.0,-124.38,49.5,-123.75,3.1545736936600792,2020-05-26
100,49.0,-123.75,49.5,-123.12,2.6128920925994974,2020-05-26
101,49.0,-123.12,49.5,-122.5,2.230551143652603,2020-05-26
102,49.0,-122.5,49.5,-121.88,2.361446278855147,2020-05-26
103,49.0,-121.88,49.5,-121.25,2.6672355194092265,2020-05-26
104,49.0,-121.25,49.5,-120.62,3.362242370200911,2020-05-26
105,49.0,-120.62,49.5,-120.0,3.7986557659405364,2020-05-26
106,49.0,-120.0,49.5,-119.38,3.3573961956218024,2020-05-26
107,49.0,-119.38,49.5,-118.75,2.775757005134934,2020-05-26
108,49.0,-118.75,49.5,-118.12,2.526209215255683,2020-05-26
109,49.0,-118.12,49.5,-117.5,2.282161248641998,2020-05-26
110,49.0,-117.5,49.5,-116.88,2.5042758589205043,2020-05-26
111,49.0,-116.88,49.5,-116.25,3.418070341033542,2020-05-26
