,lat,lon,avg_windspeed,date
0,45.5,-125.0,10.221077461242738,2021-02-25
1,45.5,-124.38,8.742688454560371,2021-02-25
2,45.5,-123.75,5.78307430898132,2021-02-25
3,45.5,-123.12,4.769969952199627,2021-02-25
4,45.5,-122.5,5.272735255538514,2021-02-25
5,45.5,-121.88,5.085654533696368,2021-02-25
6,45.5,-121.25,5.961673055845289,2021-02-25
7,45.5,-120.62,8.169898863124727,2021-02-25
8,45.5,-120.0,9.516645140857904,2021-02-25
9,45.5,-119.38,9.68071667702667,2021-02-25
10,45.5,-118.75,9.409756770075541,2021-02-25
11,45.5,-118.12,7.669594683038728,2021-02-25
12,45.5,-117.5,6.360688867769503,2021-02-25
13,45.5,-116.88,5.689253728198253,2021-02-25
14,45.5,-116.25,4.679296676359561,2021-02-25
15,46.0,-125.0,11.366538762414502,2021-02-25
16,46.0,-124.38,9.475794714739491,2021-02-25
17,46.0,-123.75,6.175016968413382,2021-02-25
18,46.0,-123.12,4.6173204942913495,2021-02-25
19,46.0,-122.5,4.612573276237403,2021-02-25
20,46.0,-121.88,5.185073782629191,2021-02-25
21,46.0,-121.25,5.7139957454959,2021-02-25
22,46.0,-120.62,8.041936250985602,2021-02-25
23,46.0,-120.0,9.028755357439543,2021-02-25
24,46.0,-119.38,9.093082924002758,2021-02-25
25,46.0,-118.75,9.971868607164467,2021-02-25
26,46.0,-118.12,8.60081239849747,2021-02-25
27,46.0,-117.5,6.9601310689390745,2021-02-25
28,46.0,-116.88,5.957361178519307,2021-02-25
29,46.0,-116.25,5.8488786522468486,2021-02-25
30,46.5,-125.0,12.464459455453067,2021-02-25
31,46.5,-124.38,10.284089102907041,2021-02-25
32,46.5,-123.75,6.392485294032757,2021-02-25
33,46.5,-123.12,5.150031232578191,2021-02-25
34,46.5,-122.5,5.283590737721866,2021-02-25
35,46.5,-121.88,5.392048592889295,2021-02-25
36,46.5,-121.25,5.995703268751757,2021-02-25
37,46.5,-120.62,7.341879634642545,2021-02-25
38,46.5,-120.0,8.10453619530787,2021-02-25
39,46.5,-119.38,8.869542335094552,2021-02-25
40,46.5,-118.75,9.738189571709126,2021-02-25
41,46.5,-118.12,10.06083002684377,2021-02-25
42,46.5,-117.5,8.831588460586655,2021-02-25
43,46.5,-116.88,6.125024133894946,2021-02-25
44,46.5,-116.25,4.898997543488842,2021-02-25
45,47.0,-125.0,13.252317736059886,2021-02-25
46,47.0,-124.38,9.716910575488571,2021-02-25
47,47.0,-123.75,6.404621597969329,2021-02-25
48,47.0,-123.12,5.600493037757729,2021-02-25
49,47.0,-122.5,5.908511159052488,2021-02-25
50,47.0,-121.88,6.317602748366448,2021-02-25
51,47.0,-121.25,6.072384454279614,2021-02-25
52,47.0,-120.62,5.712761093315332,2021-02-25
53,47.0,-120.0,6.951918069321036,2021-02-25
54,47.0,-119.38,9.022006557913492,2021-02-25
55,47.0,-118.75,9.037587410068758,2021-02-25
56,47.0,-118.12,9.411820583483548,2021-02-25
57,47.0,-117.5,8.716886202651104,2021-02-25
58,47.0,-116.88,5.916997896810728,2021-02-25
59,47.0,-116.25,4.692179168542162,2021-02-25
60,47.5,-125.0,13.342285096432192,2021-02-25
61,47.5,-124.38,9.398594263872667,2021-02-25
62,47.5,-123.75,5.21659333761577,2021-02-25
63,47.5,-123.12,5.390589701950245,2021-02-25
64,47.5,-122.5,6.654608045705125,2021-02-25
65,47.5,-121.88,5.850508573830596,2021-02-25
66,47.5,-121.25,5.055541001226474,2021-02-25
67,47.5,-120.62,4.745156083621205,2021-02-25
68,47.5,-120.0,6.101741353862814,2021-02-25
69,47.5,-119.38,7.93735332297351,2021-02-25
70,47.5,-118.75,8.611573713378364,2021-02-25
71,47.5,-118.12,8.7332398544104,2021-02-25
72,47.5,-117.5,8.135483266420698,2021-02-25
73,47.5,-116.88,6.57553532007739,2021-02-25
74,47.5,-116.25,5.14011888796117,2021-02-25
75,48.0,-125.0,13.906853491437134,2021-02-25
76,48.0,-124.38,7.743760682910994,2021-02-25
77,48.0,-123.75,7.17470932925286,2021-02-25
78,48.0,-123.12,6.958144884159208,2021-02-25
79,48.0,-122.5,5.216617700505721,2021-02-25
80,48.0,-121.88,4.813802611235466,2021-02-25
81,48.0,-121.25,4.440042397692331,2021-02-25
82,48.0,-120.62,3.749138092333823,2021-02-25
83,48.0,-120.0,3.946603976511502,2021-02-25
84,48.0,-119.38,6.255286887667157,2021-02-25
85,48.0,-118.75,6.007319393614156,2021-02-25
86,48.0,-118.12,5.694182428544397,2021-02-25
87,48.0,-117.5,5.712507630982086,2021-02-25
88,48.0,-116.88,5.33350008469377,2021-02-25
89,48.0,-116.25,5.048089979370766,2021-02-25
90,48.5,-125.0,10.824751683639592,2021-02-25
91,48.5,-124.38,7.576177136269188,2021-02-25
92,48.5,-123.75,7.555226237351241,2021-02-25
93,48.5,-123.12,7.735637669791436,2021-02-25
94,48.5,-122.5,5.7031251394607,2021-02-25
95,48.5,-121.88,4.944058779411536,2021-02-25
96,48.5,-121.25,4.0705438789630035,2021-02-25
97,48.5,-120.62,3.2568914996206098,2021-02-25
98,48.5,-120.0,3.332651528342268,2021-02-25
99,48.5,-119.38,4.746246594892621,2021-02-25
100,48.5,-118.75,4.473480409614986,2021-02-25
101,48.5,-118.12,3.7102931558578423,2021-02-25
102,48.5,-117.5,3.626553399709539,2021-02-25
103,48.5,-116.88,3.7037484011118225,2021-02-25
104,48.5,-116.25,3.947510454012017,2021-02-25
105,49.0,-125.0,7.1982355732287955,2021-02-25
106,49.0,-124.38,6.537742660184765,2021-02-25
107,49.0,-123.75,6.912812454734957,2021-02-25
108,49.0,-123.12,6.248192938247627,2021-02-25
109,49.0,-122.5,6.180780502353247,2021-02-25
110,49.0,-121.88,4.697183940212949,2021-02-25
111,49.0,-121.25,4.248862185956945,2021-02-25
112,49.0,-120.62,4.574031197233443,2021-02-25
113,49.0,-120.0,4.4222851855465075,2021-02-25
114,49.0,-119.38,4.43461828967973,2021-02-25
115,49.0,-118.75,3.758856019101957,2021-02-25
116,49.0,-118.12,2.869302184805047,2021-02-25
117,49.0,-117.5,3.033607967369272,2021-02-25
118,49.0,-116.88,2.95473605497663,2021-02-25
119,49.0,-116.25,3.7850608715965435,2021-02-25
120,49.5,-125.0,5.997146480462952,2021-02-25
121,49.5,-124.38,6.1545611495512595,2021-02-25
122,49.5,-123.75,4.892642210557797,2021-02-25
123,49.5,-123.12,3.87150301017483,2021-02-25
124,49.5,-122.5,3.9075843341151635,2021-02-25
125,49.5,-121.88,4.0608629071938696,2021-02-25
126,49.5,-121.25,5.350367208371694,2021-02-25
127,49.5,-120.62,5.074573557814625,2021-02-25
128,49.5,-120.0,3.774862622895952,2021-02-25
129,49.5,-119.38,4.060390032117817,2021-02-25
130,49.5,-118.75,3.8779566271434347,2021-02-25
131,49.5,-118.12,3.138760208549743,2021-02-25
132,49.5,-117.5,2.8672086749663674,2021-02-25
133,49.5,-116.88,2.8464055029945072,2021-02-25
134,49.5,-116.25,4.16057332972695,2021-02-25
