,lat,lon,avg_windspeed,date
0,45.5,-125.0,5.70357162353633,2021-03-11
1,45.5,-124.38,5.22818486792233,2021-03-11
2,45.5,-123.75,3.066246574064307,2021-03-11
3,45.5,-123.12,2.355525392577054,2021-03-11
4,45.5,-122.5,1.8868798622816423,2021-03-11
5,45.5,-121.88,1.3441574830694447,2021-03-11
6,45.5,-121.25,1.7541192001045671,2021-03-11
7,45.5,-120.62,2.4762496967210677,2021-03-11
8,45.5,-120.0,2.6485467553959894,2021-03-11
9,45.5,-119.38,2.4373592362170773,2021-03-11
10,45.5,-118.75,2.700546014789374,2021-03-11
11,45.5,-118.12,2.1021610896319207,2021-03-11
12,45.5,-117.5,1.7430245697104072,2021-03-11
13,45.5,-116.88,1.6226972438131446,2021-03-11
14,45.5,-116.25,1.641002836519928,2021-03-11
15,46.0,-125.0,4.830119058720513,2021-03-11
16,46.0,-124.38,4.556622934163583,2021-03-11
17,46.0,-123.75,3.057603805613589,2021-03-11
18,46.0,-123.12,2.4141063191350858,2021-03-11
19,46.0,-122.5,2.6417602360032766,2021-03-11
20,46.0,-121.88,2.2201858293440058,2021-03-11
21,46.0,-121.25,2.524643472363469,2021-03-11
22,46.0,-120.62,3.3865817448307687,2021-03-11
23,46.0,-120.0,4.153854019267674,2021-03-11
24,46.0,-119.38,3.7014417096616525,2021-03-11
25,46.0,-118.75,2.9573297110293635,2021-03-11
26,46.0,-118.12,3.2109032573295377,2021-03-11
27,46.0,-117.5,2.3830076382924497,2021-03-11
28,46.0,-116.88,1.6267137888093262,2021-03-11
29,46.0,-116.25,2.7232175648778463,2021-03-11
30,46.5,-125.0,3.859769018152443,2021-03-11
31,46.5,-124.38,3.7417797315056465,2021-03-11
32,46.5,-123.75,3.1348791405937977,2021-03-11
33,46.5,-123.12,3.064948212554724,2021-03-11
34,46.5,-122.5,2.8695273853440795,2021-03-11
35,46.5,-121.88,2.3478022020747393,2021-03-11
36,46.5,-121.25,2.164325074112153,2021-03-11
37,46.5,-120.62,2.99708888983861,2021-03-11
38,46.5,-120.0,3.754820339794175,2021-03-11
39,46.5,-119.38,4.431429665443811,2021-03-11
40,46.5,-118.75,4.063899999852231,2021-03-11
41,46.5,-118.12,3.9697672959171513,2021-03-11
42,46.5,-117.5,3.857048902965085,2021-03-11
43,46.5,-116.88,3.834206643060906,2021-03-11
44,46.5,-116.25,3.7215553810502424,2021-03-11
45,47.0,-125.0,3.2413627519501276,2021-03-11
46,47.0,-124.38,2.9461109026811596,2021-03-11
47,47.0,-123.75,2.8822126849382896,2021-03-11
48,47.0,-123.12,3.0582556851168756,2021-03-11
49,47.0,-122.5,2.9343664873615976,2021-03-11
50,47.0,-121.88,2.09601685439567,2021-03-11
51,47.0,-121.25,1.826221099934766,2021-03-11
52,47.0,-120.62,2.895415524250941,2021-03-11
53,47.0,-120.0,3.6231904010770903,2021-03-11
54,47.0,-119.38,4.259165158021587,2021-03-11
55,47.0,-118.75,4.657954461408271,2021-03-11
56,47.0,-118.12,4.579064557970226,2021-03-11
57,47.0,-117.5,4.719733664731874,2021-03-11
58,47.0,-116.88,4.281486666664996,2021-03-11
59,47.0,-116.25,3.362589152728184,2021-03-11
60,47.5,-125.0,2.9598554129831336,2021-03-11
61,47.5,-124.38,2.8916725197053155,2021-03-11
62,47.5,-123.75,2.7772254937735923,2021-03-11
63,47.5,-123.12,3.233405665822776,2021-03-11
64,47.5,-122.5,3.056125406947473,2021-03-11
65,47.5,-121.88,2.3517054505179145,2021-03-11
66,47.5,-121.25,2.0102560685106385,2021-03-11
67,47.5,-120.62,2.534352927922798,2021-03-11
68,47.5,-120.0,3.3952570286892443,2021-03-11
