,lat,lon,avg_windspeed,date
0,45.5,-125.0,3.1936199356248323,2020-07-03
1,45.5,-124.38,2.5548934007990103,2020-07-03
2,45.5,-123.75,2.380959855296911,2020-07-03
3,45.5,-123.12,2.3850296717395563,2020-07-03
4,45.5,-122.5,2.0586856739262704,2020-07-03
5,45.5,-121.88,2.7488550241635608,2020-07-03
6,45.5,-121.25,3.9684790541361004,2020-07-03
7,45.5,-120.62,5.121259326959538,2020-07-03
8,45.5,-120.0,5.549455092465582,2020-07-03
9,45.5,-119.38,4.564340200607692,2020-07-03
10,45.5,-118.75,3.315199267035727,2020-07-03
11,45.5,-118.12,2.943061175713486,2020-07-03
12,45.5,-117.5,2.487207347756855,2020-07-03
13,45.5,-116.88,2.2705832834424924,2020-07-03
14,45.5,-116.25,2.4747790494591304,2020-07-03
15,46.0,-125.0,3.522631415649858,2020-07-03
16,46.0,-124.38,2.861430543869226,2020-07-03
17,46.0,-123.75,2.270136021275323,2020-07-03
18,46.0,-123.12,2.1834687601391063,2020-07-03
19,46.0,-122.5,2.2438812774215005,2020-07-03
20,46.0,-121.88,2.9989944504351667,2020-07-03
21,46.0,-121.25,4.223713295802618,2020-07-03
22,46.0,-120.62,6.11139048361201,2020-07-03
23,46.0,-120.0,6.67183318368322,2020-07-03
24,46.0,-119.38,5.573403615753723,2020-07-03
25,46.0,-118.75,4.214013683250396,2020-07-03
26,46.0,-118.12,3.330500523088867,2020-07-03
27,46.0,-117.5,2.822746005624106,2020-07-03
28,46.0,-116.88,2.69420392190418,2020-07-03
29,46.0,-116.25,2.961199836228212,2020-07-03
30,46.5,-125.0,4.03057745712185,2020-07-03
31,46.5,-124.38,3.3424236398311447,2020-07-03
32,46.5,-123.75,2.497359790132026,2020-07-03
33,46.5,-123.12,2.0025995837118704,2020-07-03
34,46.5,-122.5,1.847612130712899,2020-07-03
35,46.5,-121.88,2.0586968239708248,2020-07-03
36,46.5,-121.25,3.582104118040842,2020-07-03
37,46.5,-120.62,4.919879419637357,2020-07-03
38,46.5,-120.0,5.254328429481393,2020-07-03
39,46.5,-119.38,4.889791254397867,2020-07-03
40,46.5,-118.75,4.533908105883702,2020-07-03
41,46.5,-118.12,4.808458376358333,2020-07-03
42,46.5,-117.5,3.6741402127142915,2020-07-03
