,lower_left_lat,lower_left_lon,upper_right_lat,upper_right_lon,avg_speed,date
0,45.5,-125.0,46.0,-124.38,7.388855701021787,2020-05-27
1,45.5,-124.38,46.0,-123.75,5.332570163154838,2020-05-27
2,45.5,-123.75,46.0,-123.12,3.712679824687418,2020-05-27
3,45.5,-123.12,46.0,-122.5,3.1349561202441407,2020-05-27
4,45.5,-122.5,46.0,-121.88,2.822594151739217,2020-05-27
5,45.5,-121.88,46.0,-121.25,2.937000256155929,2020-05-27
6,45.5,-121.25,46.0,-120.62,3.455142590818847,2020-05-27
7,45.5,-120.62,46.0,-120.0,3.9621638256290312,2020-05-27
8,45.5,-120.0,46.0,-119.38,4.002171000636933,2020-05-27
9,45.5,-119.38,46.0,-118.75,3.5476934257040593,2020-05-27
10,45.5,-118.75,46.0,-118.12,3.1101831540889857,2020-05-27
11,45.5,-118.12,46.0,-117.5,3.0013995979271355,2020-05-27
12,45.5,-117.5,46.0,-116.88,2.820924855742075,2020-05-27
13,45.5,-116.88,46.0,-116.25,2.6460986438925365,2020-05-27
14,46.0,-125.0,46.5,-124.38,6.729870679443559,2020-05-27
15,46.0,-124.38,46.5,-123.75,5.095520030780283,2020-05-27
16,46.0,-123.75,46.5,-123.12,3.8339106637936036,2020-05-27
17,46.0,-123.12,46.5,-122.5,3.366921402322034,2020-05-27
18,46.0,-122.5,46.5,-121.88,2.9520081435771983,2020-05-27
19,46.0,-121.88,46.5,-121.25,2.8812295005398036,2020-05-27
20,46.0,-121.25,46.5,-120.62,3.568503508039599,2020-05-27
21,46.0,-120.62,46.5,-120.0,4.251498870114478,2020-05-27
22,46.0,-120.0,46.5,-119.38,4.173714869548798,2020-05-27
23,46.0,-119.38,46.5,-118.75,3.330150579949864,2020-05-27
24,46.0,-118.75,46.5,-118.12,2.986947674123872,2020-05-27
25,46.0,-118.12,46.5,-117.5,3.606880169318174,2020-05-27
26,46.0,-117.5,46.5,-116.88,3.6296640741583404,2020-05-27
27,46.0,-116.88,46.5,-116.25,3.2446015417695153,2020-05-27
28,46.5,-125.0,47.0,-124.38,5.768367961820893,2020-05-27
29,46.5,-124.38,47.0,-123.75,4.363833963353135,2020-05-27
30,46.5,-123.75,47.0,-123.12,3.5416162716059594,2020-05-27
31,46.5,-123.12,47.0,-122.5,3.340943018946369,2020-05-27
32,46.5,-122.5,47.0,-121.88,2.846949475325352,2020-05-27
33,46.5,-121.88,47.0,-121.25,2.4980375271650463,2020-05-27
34,46.5,-121.25,47.0,-120.62,3.390132765594645,2020-05-27
35,46.5,-120.62,47.0,-120.0,4.450606345313825,2020-05-27
36,46.5,-120.0,47.0,-119.38,4.694319329812368,2020-05-27
37,46.5,-119.38,47.0,-118.75,4.210795836001418,2020-05-27
38,46.5,-118.75,47.0,-118.12,3.542294838624081,2020-05-27
