,lower_left_lat,lower_left_lon,upper_right_lat,upper_right_lon,avg_speed,date
0,45.5,-125.0,46.0,-124.38,2.2559767060983784,2020-05-10
1,45.5,-124.38,46.0,-123.75,1.8479555539422534,2020-05-10
2,45.5,-123.75,46.0,-123.12,2.1743827044699273,2020-05-10
3,45.5,-123.12,46.0,-122.5,3.8149272271740102,2020-05-10
4,45.5,-122.5,46.0,-121.88,5.693509997379168,2020-05-10
5,45.5,-121.88,46.0,-121.25,6.696541887220736,2020-05-10
6,45.5,-121.25,46.0,-120.62,7.786224581944262,2020-05-10
7,45.5,-120.62,46.0,-120.0,8.221258430842791,2020-05-10
8,45.5,-120.0,46.0,-119.38,6.892903239758282,2020-05-10
9,45.5,-119.38,46.0,-118.75,4.918655400261659,2020-05-10
10,45.5,-118.75,46.0,-118.12,3.937939015401962,2020-05-10
11,45.5,-118.12,46.0,-117.5,3.57918116253811,2020-05-10
12,45.5,-117.5,46.0,-116.88,3.1010503492870765,2020-05-10
13,45.5,-116.88,46.0,-116.25,3.135485908850833,2020-05-10
14,46.0,-125.0,46.5,-124.38,1.9210751738095708,2020-05-10
15,46.0,-124.38,46.5,-123.75,1.7863923167886462,2020-05-10
16,46.0,-123.75,46.5,-123.12,2.177676469923994,2020-05-10
17,46.0,-123.12,46.5,-122.5,3.6593140876011976,2020-05-10
18,46.0,-122.5,46.5,-121.88,5.2830137936199675,2020-05-10
19,46.0,-121.88,46.5,-121.25,6.087020330258421,2020-05-10
20,46.0,-121.25,46.5,-120.62,7.158857015808812,2020-05-10
21,46.0,-120.62,46.5,-120.0,8.102112963750066,2020-05-10
22,46.0,-120.0,46.5,-119.38,7.889190995384088,2020-05-10
23,46.0,-119.38,46.5,-118.75,6.51829992666034,2020-05-10
24,46.0,-118.75,46.5,-118.12,5.266264786875186,2020-05-10
25,46.0,-118.12,46.5,-117.5,4.716729222582085,2020-05-10
26,46.0,-117.5,46.5,-116.88,4.299167221810529,2020-05-10
27,46.0,-116.88,46.5,-116.25,4.372118680099023,2020-05-10
28,46.5,-125.0,47.0,-124.38,1.868316339025106,2020-05-10
29,46.5,-124.38,47.0,-123.75,2.1676346344989117,2020-05-10
30,46.5,-123.75,47.0,-123.12,2.707470642839129,2020-05-10
31,46.5,-123.12,47.0,-122.5,3.5843528776475724,2020-05-10
32,46.5,-122.5,47.0,-121.88,4.804080284102171,2020-05-10
33,46.5,-121.88,47.0,-121.25,5.597843305988033,2020-05-10
34,46.5,-121.25,47.0,-120.62,6.2989697050959705,2020-05-10
35,46.5,-120.62,47.0,-120.0,7.2849018675707145,2020-05-10
36,46.5,-120.0,47.0,-119.38,7.8802850855424325,2020-05-10
37,46.5,-119.38,47.0,-118.75,7.861299210549001,2020-05-10
38,46.5,-118.75,47.0,-118.12,7.480272774173811,2020-05-10
39,46.5,-118.12,47.0,-117.5,7.07200151336507,2020-05-10
40,46.5,-117.5,47.0,-116.88,6.321642200030758,2020-05-10
41,46.5,-116.88,47.0,-116.25,5.426578476410901,2020-05-10
42,47.0,-125.0,47.5,-124.38,2.866732582238284,2020-05-10
43,47.0,-124.38,47.5,-123.75,3.543040162342657,2020-05-10
44,47.0,-123.75,47.5,-123.12,3.866473185886041,2020-05-10
45,47.0,-123.12,47.5,-122.5,3.859545008946863,2020-05-10
46,47.0,-122.5,47.5,-121.88,4.922990120129719,2020-05-10
47,47.0,-121.88,47.5,-121.25,6.051948366072308,2020-05-10
48,47.0,-121.25,47.5,-120.62,6.199819907911493,2020-05-10
49,47.0,-120.62,47.5,-120.0,6.859907944208584,2020-05-10
50,47.0,-120.0,47.5,-119.38,8.143236475841457,2020-05-10
51,47.0,-119.38,47.5,-118.75,9.198420168444926,2020-05-10
52,47.0,-118.75,47.5,-118.12,9.37841600832083,2020-05-10
53,47.0,-118.12,47.5,-117.5,8.705093246578627,2020-05-10
54,47.0,-117.5,47.5,-116.88,7.319257051113876,2020-05-10
55,47.0,-116.88,47.5,-116.25,5.994029998200198,2020-05-10
56,47.5,-125.0,48.0,-124.38,4.130372161241578,2020-05-10
57,47.5,-124.38,48.0,-123.75,4.422068001173841,2020-05-10
58,47.5,-123.75,48.0,-123.12,4.082306219964271,2020-05-10
59,47.5,-123.12,48.0,-122.5,3.840790885957027,2020-05-10
60,47.5,-122.5,48.0,-121.88,4.8663837010838344,2020-05-10
61,47.5,-121.88,48.0,-121.25,5.963941402988303,2020-05-10
