,lat,lon,avg_windspeed,date
0,45.5,-125.0,6.98768680044211,2021-01-17
1,45.5,-124.38,5.466241206217915,2021-01-17
2,45.5,-123.75,3.713251480685905,2021-01-17
3,45.5,-123.12,2.9232873914956596,2021-01-17
4,45.5,-122.5,3.180588318464354,2021-01-17
5,45.5,-121.88,3.1722055656622175,2021-01-17
6,45.5,-121.25,3.865527526998946,2021-01-17
7,45.5,-120.62,5.495330264760057,2021-01-17
8,45.5,-120.0,6.585355488478409,2021-01-17
9,45.5,-119.38,6.180318832651213,2021-01-17
10,45.5,-118.75,5.951466944102424,2021-01-17
11,45.5,-118.12,5.271990582776645,2021-01-17
12,45.5,-117.5,5.052840288647826,2021-01-17
13,45.5,-116.88,4.45196229506544,2021-01-17
14,45.5,-116.25,3.3309867356766563,2021-01-17
15,46.0,-125.0,7.389813496199778,2021-01-17
16,46.0,-124.38,5.9362221337594265,2021-01-17
17,46.0,-123.75,3.9466753348779684,2021-01-17
18,46.0,-123.12,2.680231126614031,2021-01-17
19,46.0,-122.5,2.702690200303255,2021-01-17
20,46.0,-121.88,2.877481658366778,2021-01-17
21,46.0,-121.25,3.5872249867220254,2021-01-17
22,46.0,-120.62,5.010544751620286,2021-01-17
23,46.0,-120.0,5.6868126865846955,2021-01-17
24,46.0,-119.38,4.62047779956074,2021-01-17
25,46.0,-118.75,4.831912736761467,2021-01-17
26,46.0,-118.12,4.750918755464715,2021-01-17
27,46.0,-117.5,4.679417767505194,2021-01-17
28,46.0,-116.88,4.201533050010427,2021-01-17
29,46.0,-116.25,4.082195616513132,2021-01-17
30,46.5,-125.0,7.856591176577339,2021-01-17
31,46.5,-124.38,6.082750923292076,2021-01-17
32,46.5,-123.75,3.8347474376698574,2021-01-17
33,46.5,-123.12,2.999326168275207,2021-01-17
34,46.5,-122.5,3.0840341062785064,2021-01-17
35,46.5,-121.88,2.876666919094172,2021-01-17
36,46.5,-121.25,4.3567795297204555,2021-01-17
37,46.5,-120.62,4.342308352482474,2021-01-17
38,46.5,-120.0,3.573902069189126,2021-01-17
39,46.5,-119.38,3.4769354166772466,2021-01-17
40,46.5,-118.75,3.9773742332414237,2021-01-17
41,46.5,-118.12,5.148605413629208,2021-01-17
42,46.5,-117.5,5.0829545583509494,2021-01-17
43,46.5,-116.88,3.6357347016940333,2021-01-17
44,46.5,-116.25,3.043788528754502,2021-01-17
45,47.0,-125.0,8.076865289129335,2021-01-17
46,47.0,-124.38,5.986905550556931,2021-01-17
47,47.0,-123.75,3.8043974652115704,2021-01-17
48,47.0,-123.12,3.0342345550790384,2021-01-17
49,47.0,-122.5,3.226380283007948,2021-01-17
50,47.0,-121.88,3.232500910037526,2021-01-17
51,47.0,-121.25,4.565685572932726,2021-01-17
52,47.0,-120.62,4.105792002661557,2021-01-17
53,47.0,-120.0,2.8248984655864127,2021-01-17
54,47.0,-119.38,3.1416573518374356,2021-01-17
55,47.0,-118.75,2.8695058817401047,2021-01-17
56,47.0,-118.12,4.0858425633217825,2021-01-17
57,47.0,-117.5,3.5929473958210907,2021-01-17
58,47.0,-116.88,3.145634970567133,2021-01-17
59,47.0,-116.25,3.185266554463286,2021-01-17
60,47.5,-125.0,8.072911808639477,2021-01-17
61,47.5,-124.38,5.765474176209928,2021-01-17
62,47.5,-123.75,3.283460589218512,2021-01-17
63,47.5,-123.12,2.964181992762361,2021-01-17
64,47.5,-122.5,3.447497840255521,2021-01-17
65,47.5,-121.88,3.2470369177308647,2021-01-17
66,47.5,-121.25,3.756415373293359,2021-01-17
67,47.5,-120.62,3.5162419497016484,2021-01-17
68,47.5,-120.0,2.3874356470054257,2021-01-17
69,47.5,-119.38,2.3666284761178376,2021-01-17
70,47.5,-118.75,3.052095495517126,2021-01-17
71,47.5,-118.12,3.716988060407008,2021-01-17
72,47.5,-117.5,3.6005641448887054,2021-01-17
73,47.5,-116.88,3.6408640837277826,2021-01-17
74,47.5,-116.25,3.388094778466714,2021-01-17
75,48.0,-125.0,8.4328831186486,2021-01-17
76,48.0,-124.38,4.845737312879572,2021-01-17
77,48.0,-123.75,4.069721836900174,2021-01-17
78,48.0,-123.12,3.861048831597682,2021-01-17
79,48.0,-122.5,3.1940685869128207,2021-01-17
80,48.0,-121.88,3.0255291355675986,2021-01-17
81,48.0,-121.25,2.841332142674149,2021-01-17
82,48.0,-120.62,3.352656482801802,2021-01-17
83,48.0,-120.0,1.883733380796856,2021-01-17
