,lat,lon,avg_windspeed,date
0,45.5,-125.0,12.735319855430829,2020-12-27
1,45.5,-124.38,10.295967695505233,2020-12-27
2,45.5,-123.75,5.662878859466311,2020-12-27
3,45.5,-123.12,4.198907588818341,2020-12-27
4,45.5,-122.5,4.908626652677552,2020-12-27
5,45.5,-121.88,4.169413564679922,2020-12-27
6,45.5,-121.25,3.853333883236862,2020-12-27
7,45.5,-120.62,5.478163989741087,2020-12-27
8,45.5,-120.0,6.9316614956133344,2020-12-27
9,45.5,-119.38,6.277567689860955,2020-12-27
10,45.5,-118.75,5.625997081721864,2020-12-27
11,45.5,-118.12,4.874100920839749,2020-12-27
12,45.5,-117.5,3.889860187057272,2020-12-27
13,45.5,-116.88,3.1440482277355826,2020-12-27
14,45.5,-116.25,2.2752407678863578,2020-12-27
15,46.0,-125.0,12.28260279443595,2020-12-27
16,46.0,-124.38,10.015746440420363,2020-12-27
17,46.0,-123.75,5.845659555210852,2020-12-27
18,46.0,-123.12,4.246838599849183,2020-12-27
19,46.0,-122.5,4.497931986570895,2020-12-27
20,46.0,-121.88,4.271590271851882,2020-12-27
21,46.0,-121.25,3.84427821537499,2020-12-27
22,46.0,-120.62,4.31877155518363,2020-12-27
23,46.0,-120.0,5.190416074241551,2020-12-27
24,46.0,-119.38,5.066011683556126,2020-12-27
25,46.0,-118.75,5.319593293993088,2020-12-27
26,46.0,-118.12,4.7093208436578164,2020-12-27
27,46.0,-117.5,4.012731592905256,2020-12-27
28,46.0,-116.88,3.2747041750679355,2020-12-27
29,46.0,-116.25,3.1287249652253384,2020-12-27
30,46.5,-125.0,11.980561095868795,2020-12-27
31,46.5,-124.38,9.000317602047268,2020-12-27
32,46.5,-123.75,5.301292259917048,2020-12-27
33,46.5,-123.12,4.575641852720752,2020-12-27
34,46.5,-122.5,4.3905234080033635,2020-12-27
35,46.5,-121.88,3.9192743914695414,2020-12-27
36,46.5,-121.25,3.6390600477991266,2020-12-27
37,46.5,-120.62,3.5882709369056904,2020-12-27
38,46.5,-120.0,4.099280582606629,2020-12-27
39,46.5,-119.38,3.9020012626473037,2020-12-27
40,46.5,-118.75,4.057324001341905,2020-12-27
41,46.5,-118.12,5.016016678426694,2020-12-27
42,46.5,-117.5,5.077337805428218,2020-12-27
