,ref_point_lat,ref_point_lon,objectid,fac_type,loc_id,region_code,state_name,county,fac_name,lat,lon,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec
88,48-37-20.3680N,122-56-49.6560W,18507,AIRPORT,WA35,ANM,WASHINGTON,SAN JUAN,CLAM HARBOR,48.62,-122.947,152.916,141.97299999999998,122.33600000000001,95.44099999999999,193.76399999999998,91.23500000000001,83.10400000000003,83.78199999999998,85.28,114.78400000000002,144.91099999999997,150.89399999999998
89,48-39-01.3000N,122-57-12.9100W,18508,AIRPORT,WA39,ANM,WASHINGTON,SAN JUAN,CROW VALLEY,48.65,-122.954,152.916,141.97299999999998,122.33600000000001,95.44099999999999,193.76399999999998,91.23500000000001,83.10400000000003,83.78199999999998,85.28,114.78400000000002,144.91099999999997,150.89399999999998
90,46-52-18.0000N,122-15-26.0000W,18510,AIRPORT,2W3,ANM,WASHINGTON,PIERCE,SWANSON,46.87,-122.257,126.14800000000001,127.34400000000001,109.66799999999999,95.40300000000002,199.39299999999994,91.61300000000003,83.51100000000001,88.411,99.10300000000001,107.01100000000001,130.623,141.446
91,47-55-19.4000N,119-04-58.8000W,18512,AIRPORT,3W7,ANM,WASHINGTON,GRANT,GRAND COULEE DAM,47.92,-119.083,153.66699999999994,166.573,147.069,164.452,309.05,141.11499999999995,140.17,140.81200000000004,124.20900000000002,147.611,148.597,135.06300000000002
92,47-02-05.4438N,120-31-43.8929W,18513,AIRPORT,ELN,ANM,WASHINGTON,KITTITAS,BOWERS FIELD,47.03,-120.529,110.328,144.48499999999999,126.67800000000003,143.60199999999998,280.30100000000004,140.735,134.87800000000004,140.25699999999995,118.19300000000001,139.433,121.70500000000003,111.93500000000002
93,46-56-57.0000N,120-28-52.0000W,18515,AIRPORT,WT01,ANM,WASHINGTON,KITTITAS,HILLCREST FARMS,46.95,-120.481,124.07799999999999,164.89399999999998,141.96399999999997,158.18099999999998,305.428,150.91299999999998,142.105,145.74,132.967,155.02400000000003,142.897,130.97699999999998
94,46-54-24.0000N,120-26-01.0000W,18516,AIRPORT,96VE,ANM,WASHINGTON,KITTITAS,BEITER,46.91,-120.434,124.07799999999999,164.89399999999998,141.96399999999997,158.18099999999998,305.428,150.91299999999998,142.105,145.74,132.967,155.02400000000003,142.897,130.97699999999998
95,47-05-27.6030N,120-35-21.8490W,18517,AIRPORT,79WT,ANM,WASHINGTON,KITTITAS,ROTOR RANCH,47.09,-120.589,110.328,144.48499999999999,126.67800000000003,143.60199999999998,280.30100000000004,140.735,134.87800000000004,140.25699999999995,118.19300000000001,139.433,121.70500000000003,111.93500000000002
96,46-58-27.4540N,120-27-43.2400W,18518,AIRPORT,WN64,ANM,WASHINGTON,KITTITAS,J K D FARMS,46.97,-120.462,124.07799999999999,164.89399999999998,141.96399999999997,158.18099999999998,305.428,150.91299999999998,142.105,145.74,132.967,155.02400000000003,142.897,130.97699999999998
97,46-59-25.9440N,123-25-46.7620W,18519,AIRPORT,1WA7,ANM,WASHINGTON,GRAYS HARBOR,ELMA MUNI,46.99,-123.43,138.369,134.71099999999998,125.04999999999998,101.08099999999999,220.28500000000003,106.801,98.70400000000001,104.585,104.52300000000001,115.644,138.175,152.225
98,46-58-22.3470N,123-23-03.5640W,18520,AIRPORT,84WA,ANM,WASHINGTON,GRAYS HARBOR,D AND B AIRPARK,46.97,-123.384,138.369,134.71099999999998,125.04999999999998,101.08099999999999,220.28500000000003,106.801,98.70400000000001,104.585,104.52300000000001,115.644,138.175,152.225
99,46-58-21.3460N,123-28-36.5790W,18521,AIRPORT,WN65,ANM,WASHINGTON,GRAYS HARBOR,MY,46.97,-123.477,138.369,134.71099999999998,125.04999999999998,101.08099999999999,220.28500000000003,106.801,98.70400000000001,104.585,104.52300000000001,115.644,138.175,152.225
100,47-11-44.3650N,122-01-19.4020W,18522,AIRPORT,WA77,ANM,WASHINGTON,KING,ENUMCLAW,47.2,-122.022,129.195,127.341,110.17599999999999,94.02300000000001,190.80300000000003,87.67099999999999,77.70800000000001,78.164,94.801,107.837,136.032,142.39400000000003
101,47-12-30.8640N,122-05-33.4120W,18523,AIRPORT,WN87,ANM,WASHINGTON,KING,BRYAN,47.21,-122.093,129.195,127.341,110.17599999999999,94.02300000000001,190.80300000000003,87.67099999999999,77.70800000000001,78.164,94.801,107.837,136.032,142.39400000000003
102,47-14-36.8660N,121-55-28.3940W,18525,AIRPORT,WN76,ANM,WASHINGTON,KING,BERGSETH FIELD,47.24,-121.925,129.195,127.341,110.17599999999999,94.02300000000001,190.80300000000003,87.67099999999999,77.70800000000001,78.164,94.801,107.837,136.032,142.39400000000003
103,47-18-29.0580N,119-31-00.8890W,18526,AIRPORT,EPH,ANM,WASHINGTON,GRANT,EPHRATA MUNI,47.31,-119.517,142.408,166.444,144.19599999999997,164.489,314.06,150.24800000000002,143.284,147.91500000000002,128.341,151.66099999999997,142.85499999999996,132.106
104,47-54-25.2000N,122-16-53.7000W,18528,AIRPORT,PAE,ANM,WASHINGTON,SNOHOMISH,SNOHOMISH COUNTY (PAINE FLD),47.91,-122.282,127.78800000000001,118.087,107.49100000000001,86.189,176.72799999999998,79.262,68.309,70.758,85.50500000000001,98.13500000000002,130.045,136.666
105,47-53-53.0000N,122-09-20.0000W,18531,AIRPORT,96WA,ANM,WASHINGTON,SNOHOMISH,JIM & JULIE'S,47.9,-122.156,127.78800000000001,118.087,107.49100000000001,86.189,176.72799999999998,79.262,68.309,70.758,85.50500000000001,98.13500000000002,130.045,136.666
106,48-00-18.3480N,122-08-01.4810W,18532,AIRPORT,76WA,ANM,WASHINGTON,SNOHOMISH,HEINECK FARM,48.01,-122.134,126.67399999999999,109.35900000000002,105.363,81.92400000000002,164.97200000000004,73.299,63.07299999999999,66.444,77.14199999999998,92.55600000000001,125.28400000000003,131.636
107,48-53-10.0000N,122-19-43.0000W,18536,AIRPORT,7WA3,ANM,WASHINGTON,WHATCOM,WESTWIND,48.89,-122.329,126.97199999999998,111.54000000000002,103.338,85.07099999999998,163.43199999999996,75.19500000000001,67.49600000000001,67.04100000000001,77.90900000000002,97.279,125.49,127.48000000000002
108,47-33-34.3660N,121-51-49.4130W,18537,AIRPORT,1WA6,ANM,WASHINGTON,KING,FALL CITY,47.56,-121.864,118.45600000000002,123.793,101.906,88.77099999999999,183.52599999999995,82.45200000000001,73.767,75.08999999999996,84.169,97.739,119.946,133.85900000000004
109,48-54-31.4040N,122-33-52.6070W,18538,AIRPORT,WN35,ANM,WASHINGTON,WHATCOM,MEADOW MIST,48.91,-122.565,152.916,141.97299999999998,122.33600000000001,95.44099999999999,193.76399999999998,91.23500000000001,83.10400000000003,83.78199999999998,85.28,114.78400000000002,144.91099999999997,150.89399999999998
110,48-53-34.4030N,122-33-24.6090W,18539,AIRPORT,WA88,ANM,WASHINGTON,WHATCOM,HORSE FLY,48.89,-122.557,152.916,141.97299999999998,122.33600000000001,95.44099999999999,193.76399999999998,91.23500000000001,83.10400000000003,83.78199999999998,85.28,114.78400000000002,144.91099999999997,150.89399999999998
111,47-51-27.0000N,117-46-47.0000W,18540,AIRPORT,7WA4,ANM,WASHINGTON,STEVENS,HUMBERT,47.86,-117.78,143.85199999999998,157.20399999999998,145.60699999999997,156.18299999999996,291.0420000000001,132.094,133.69699999999997,131.648,124.20299999999997,147.648,149.98600000000002,131.42300000000003
112,47-56-15.7860N,124-23-45.3140W,18541,AIRPORT,S18,ANM,WASHINGTON,CLALLAM,FORKS,47.94,-124.396,230.14600000000002,211.12199999999999,218.75000000000003,138.02300000000002,323.78000000000003,145.457,136.865,156.73299999999998,146.88799999999998,170.77399999999994,228.94099999999997,248.001
113,47-04-45.1720N,122-34-50.7600W,18543,AIRPORT,GRF,ANM,WASHINGTON,PIERCE,GRAY AAF (JOINT BASE LEWIS-MCCHORD),47.08,-122.581,122.71300000000001,120.37400000000001,107.78699999999999,95.48599999999999,192.262,90.24699999999999,83.48899999999998,83.192,97.28,110.60199999999999,132.166,130.92999999999998
114,48-28-19.3540N,123-01-04.6420W,18546,AIRPORT,61WA,ANM,WASHINGTON,SAN JUAN,BURDEN FIELD-(RABBIT RUN),48.47,-123.018,140.79999999999998,134.00099999999998,121.12599999999999,90.28199999999998,196.096,90.64699999999999,81.64099999999999,87.80099999999999,84.06300000000002,111.59400000000001,141.33999999999997,146.12600000000003
115,48-32-06.3570N,123-02-41.6500W,18547,AIRPORT,1WA9,ANM,WASHINGTON,SAN JUAN,FRIDAY WEST,48.54,-123.045,152.916,141.97299999999998,122.33600000000001,95.44099999999999,193.76399999999998,91.23500000000001,83.10400000000003,83.78199999999998,85.28,114.78400000000002,144.91099999999997,150.89399999999998
116,48-41-04.3590N,123-12-34.6890W,18548,AIRPORT,2WA3,ANM,WASHINGTON,SAN JUAN,STUART ISLAND WEST,48.68,-123.21,149.824,156.453,128.91299999999998,101.139,215.79399999999995,104.476,99.99300000000002,101.74600000000002,90.25200000000002,124.24600000000001,145.854,148.934
117,48-31-19.1000N,123-01-27.7000W,18549,AIRPORT,FHR,ANM,WASHINGTON,SAN JUAN,FRIDAY HARBOR,48.52,-123.024,152.916,141.97299999999998,122.33600000000001,95.44099999999999,193.76399999999998,91.23500000000001,83.10400000000003,83.78199999999998,85.28,114.78400000000002,144.91099999999997,150.89399999999998
118,48-00-37.5000N,118-21-43.3000W,18550,AIRPORT,51WT,ANM,WASHINGTON,STEVENS,WHITERIK FIELD,48.01,-118.362,117.017,124.16600000000001,117.8,127.23299999999996,235.552,106.464,111.272,113.06100000000004,99.75,113.754,112.80199999999998,99.881
119,46-01-29.2801N,121-16-29.9484W,18553,AIRPORT,10WA,ANM,WASHINGTON,KLICKITAT,FLYING L,46.02,-121.275,113.957,139.473,112.776,119.80799999999999,234.88700000000003,114.12200000000001,107.374,112.33399999999999,112.514,125.02400000000002,124.36599999999997,136.64899999999997
120,45-50-42.4490N,120-42-03.2190W,18554,AIRPORT,2WN9,ANM,WASHINGTON,KLICKITAT,HILLCREST,45.85,-120.701,133.071,179.20900000000003,139.19500000000002,160.33399999999997,303.531,154.35999999999996,145.567,146.82999999999998,137.578,160.288,152.642,157.81100000000004
121,45-48-37.5000N,120-57-08.9000W,18555,AIRPORT,9WA4,ANM,WASHINGTON,KLICKITAT,PIPER CANYON,45.81,-120.952,133.071,179.20900000000003,139.19500000000002,160.33399999999997,303.531,154.35999999999996,145.567,146.82999999999998,137.578,160.288,152.642,157.81100000000004
122,45-52-31.2488N,120-40-23.5376W,18556,AIRPORT,03WN,ANM,WASHINGTON,KLICKITAT,AEROSTONE RANCH,45.88,-120.673,133.071,179.20900000000003,139.19500000000002,160.33399999999997,303.531,154.35999999999996,145.567,146.82999999999998,137.578,160.288,152.642,157.81100000000004
123,45-49-55.4660N,120-50-42.9890W,18557,AIRPORT,S20,ANM,WASHINGTON,KLICKITAT,GOLDENDALE,45.83,-120.845,133.071,179.20900000000003,139.19500000000002,160.33399999999997,303.531,154.35999999999996,145.567,146.82999999999998,137.578,160.288,152.642,157.81100000000004
124,47-59-53.5450N,119-05-19.0930W,18560,AIRPORT,2WA6,ANM,WASHINGTON,DOUGLAS,RICE RANCH,48.0,-119.089,153.66699999999994,166.573,147.069,164.452,309.05,141.11499999999995,140.17,140.81200000000004,124.20900000000002,147.611,148.597,135.06300000000002
125,48-05-45.3600N,122-00-56.4760W,18561,AIRPORT,WA25,ANM,WASHINGTON,SNOHOMISH,GREEN VALLEY AIRFIELD,48.1,-122.016,126.67399999999999,109.35900000000002,105.363,81.92400000000002,164.97200000000004,73.299,63.07299999999999,66.444,77.14199999999998,92.55600000000001,125.28400000000003,131.636
126,46-48-05.5000N,124-04-22.6000W,18562,AIRPORT,43IG,ANM,WASHINGTON,GRAYS HARBOR,GRAYLAND INTERGALACTIC,46.8,-124.073,186.603,180.20499999999998,175.352,125.929,290.5930000000001,138.91400000000002,128.491,143.53199999999998,131.885,147.34699999999995,190.60899999999998,208.33299999999997
127,47-00-47.3000N,121-32-01.2000W,18563,AIRPORT,21W,ANM,WASHINGTON,PIERCE,RANGER CREEK,47.01,-121.534,119.601,136.787,110.19000000000001,102.264,206.21199999999993,96.23500000000001,87.481,89.457,96.35799999999999,114.00600000000001,128.17100000000002,140.645
128,48-02-04.5100N,122-46-29.5700W,18565,AIRPORT,80WA,ANM,WASHINGTON,JEFFERSON,SFS AIRPARK,48.03,-122.775,140.79999999999998,134.00099999999998,121.12599999999999,90.28199999999998,196.096,90.64699999999999,81.64099999999999,87.80099999999999,84.06300000000002,111.59400000000001,141.33999999999997,146.12600000000003
129,47-56-19.0000N,122-36-29.0000W,18566,AIRPORT,WA22,ANM,WASHINGTON,KITSAP,MIRTH,47.94,-122.608,120.70899999999999,119.45100000000004,109.36600000000003,89.21300000000001,184.37100000000007,84.004,75.80000000000001,80.92500000000001,88.943,107.98100000000002,132.12,129.053
130,46-24-29.4540N,120-38-04.2370W,18567,AIRPORT,WA26,ANM,WASHINGTON,YAKIMA,HARRAH,46.41,-120.635,121.85699999999997,165.57600000000005,133.70100000000002,153.16400000000004,287.98500000000007,143.2,135.65,138.67299999999997,132.162,154.599,145.287,144.17000000000002
131,47-29-29.5540N,118-15-03.9070W,18568,AIRPORT,3WA2,ANM,WASHINGTON,LINCOLN,HANES,47.49,-118.251,179.816,198.24099999999999,178.56000000000003,191.10499999999996,352.2999999999999,157.619,157.40699999999998,151.87500000000003,151.22499999999997,178.484,189.77999999999997,170.99799999999996
132,47-22-54.0000N,118-17-48.0000W,18569,AIRPORT,2WA8,ANM,WASHINGTON,LINCOLN,KRAMER RANCH,47.38,-118.297,179.816,198.24099999999999,178.56000000000003,191.10499999999996,352.2999999999999,157.619,157.40699999999998,151.87500000000003,151.22499999999997,178.484,189.77999999999997,170.99799999999996
133,46-43-24.0000N,118-05-58.0000W,18570,AIRPORT,73WT,ANM,WASHINGTON,WHITMAN,MC GREGOR,46.72,-118.099,186.97299999999996,200.00299999999996,187.609,186.932,341.873,167.608,160.695,158.90300000000002,156.075,189.994,205.86900000000006,188.57500000000005
134,46-58-16.3000N,123-56-11.6000W,18571,AIRPORT,HQM,ANM,WASHINGTON,GRAYS HARBOR,BOWERMAN,46.97,-123.937,186.603,180.20499999999998,175.352,125.929,290.5930000000001,138.91400000000002,128.491,143.53199999999998,131.885,147.34699999999995,190.60899999999998,208.33299999999997
135,46-17-21.0000N,118-06-04.0000W,18572,AIRPORT,2WA9,ANM,WASHINGTON,COLUMBIA,TOUCHET VALLEY,46.29,-118.101,182.04700000000008,188.835,173.133,168.024,300.37100000000004,152.574,146.701,145.627,141.32299999999998,179.39000000000004,194.011,182.278
136,46-18-53.6850N,124-00-13.8170W,18573,AIRPORT,7W1,ANM,WASHINGTON,PACIFIC,PORT OF ILWACO,46.31,-124.004,199.028,185.51999999999995,183.32499999999996,133.07600000000002,301.186,145.931,131.36299999999997,151.182,142.69599999999997,151.88500000000002,200.42700000000002,219.90399999999997
137,48-42-30.3800N,117-24-47.2700W,18575,AIRPORT,S23,ANM,WASHINGTON,PEND OREILLE,IONE MUNI,48.71,-117.413,88.97299999999997,95.27800000000002,89.95899999999997,97.179,187.04000000000005,82.59900000000003,85.17500000000001,86.23699999999998,84.33400000000002,94.313,90.78699999999998,78.736
138,46-37-06.5070N,118-35-40.9580W,18578,AIRPORT,4WA6,ANM,WASHINGTON,FRANKLIN,HILLE AIRSTRIP,46.62,-118.595,182.52200000000005,200.90799999999996,182.688,188.03499999999997,343.4799999999999,163.484,158.57899999999998,154.61700000000005,154.63199999999998,182.42799999999997,199.594,176.81799999999998
139,46-32-59.0000N,118-32-12.1050W,18580,AIRPORT,W09,ANM,WASHINGTON,WALLA WALLA,LOWER MONUMENTAL STATE,46.55,-118.537,182.52200000000005,200.90799999999996,182.688,188.03499999999997,343.4799999999999,163.484,158.57899999999998,154.61700000000005,154.63199999999998,182.42799999999997,199.594,176.81799999999998
140,46-38-54.5080N,118-34-58.9550W,18581,AIRPORT,3WA3,ANM,WASHINGTON,FRANKLIN,ANGEL PARK,46.65,-118.583,182.52200000000005,200.90799999999996,182.688,188.03499999999997,343.4799999999999,163.484,158.57899999999998,154.61700000000005,154.63199999999998,182.42799999999997,199.594,176.81799999999998
141,46-42-59.5100N,118-37-03.9650W,18582,AIRPORT,3WA4,ANM,WASHINGTON,FRANKLIN,WATSON,46.72,-118.618,182.52200000000005,200.90799999999996,182.688,188.03499999999997,343.4799999999999,163.484,158.57899999999998,154.61700000000005,154.63199999999998,182.42799999999997,199.594,176.81799999999998
142,47-00-14.3670N,122-14-08.4110W,18583,AIRPORT,86WA,ANM,WASHINGTON,PIERCE,KAPOWSIN FIELD,47.0,-122.236,126.14800000000001,127.34400000000001,109.66799999999999,95.40300000000002,199.39299999999994,91.61300000000003,83.51100000000001,88.411,99.10300000000001,107.01100000000001,130.623,141.446
143,46-07-04.8000N,122-53-54.1000W,18585,AIRPORT,KLS,ANM,WASHINGTON,COWLITZ,SOUTHWEST WASHINGTON RGNL,46.12,-122.898,130.07,123.21599999999998,112.64800000000001,96.368,206.536,97.99199999999998,91.83399999999999,100.40700000000001,103.98199999999999,105.69099999999999,126.21800000000002,145.392
144,48-54-53.4360N,122-06-46.5410W,18586,AIRPORT,WN08,ANM,WASHINGTON,WHATCOM,KENDALL AIRSTRIP,48.91,-122.113,126.97199999999998,111.54000000000002,103.338,85.07099999999998,163.43199999999996,75.19500000000001,67.49600000000001,67.04100000000001,77.90900000000002,97.279,125.49,127.48000000000002
145,46-07-40.0000N,119-00-54.0000W,18589,AIRPORT,0WN2,ANM,WASHINGTON,BENTON,COOPERS LANDING,46.13,-119.015,170.48600000000002,200.55100000000004,169.46699999999998,173.42,326.604,164.205,152.574,151.74499999999998,143.33599999999998,176.98600000000005,187.362,165.66400000000002
146,47-20-13.5480N,122-06-12.7310W,18590,AIRPORT,S36,ANM,WASHINGTON,KING,NORMAN GRIER FIELD,47.34,-122.104,129.195,127.341,110.17599999999999,94.02300000000001,190.80300000000003,87.67099999999999,77.70800000000001,78.164,94.801,107.837,136.032,142.39400000000003
147,48-42-08.0000N,118-02-51.0000W,18592,AIRPORT,05WN,ANM,WASHINGTON,STEVENS,FLAT CREEK FIELD,48.7,-118.048,88.91399999999999,94.788,92.94200000000001,97.56899999999996,186.48900000000003,83.08800000000002,87.803,90.84899999999999,82.994,92.35799999999998,88.65200000000002,77.166
148,47-47-54.0000N,122-31-47.0000W,18594,AIRPORT,WA61,ANM,WASHINGTON,KITSAP,THOMPSON,47.8,-122.53,120.70899999999999,119.45100000000004,109.36600000000003,89.21300000000001,184.37100000000007,84.004,75.80000000000001,80.92500000000001,88.943,107.98100000000002,132.12,129.053
149,46-54-37.0000N,120-26-13.0000W,18597,AIRPORT,WA37,ANM,WASHINGTON,KITTITAS,CHINOOK FARMS,46.91,-120.437,124.07799999999999,164.89399999999998,141.96399999999997,158.18099999999998,305.428,150.91299999999998,142.105,145.74,132.967,155.02400000000003,142.897,130.97699999999998
150,46-58-13.5000N,122-43-33.2000W,18598,AIRPORT,08WA,ANM,WASHINGTON,THURSTON,P-L RANCH,46.97,-122.726,129.659,124.215,111.69600000000004,94.38700000000001,199.65999999999997,94.528,86.822,90.33,99.468,106.38299999999998,130.579,140.30200000000002
151,45-49-49.0000N,122-38-15.0000W,18599,AIRPORT,WA46,ANM,WASHINGTON,CLARK,DAYBREAK,45.83,-122.638,134.727,130.381,114.70599999999997,104.128,216.86900000000003,106.144,96.97699999999999,105.706,107.09899999999999,110.68199999999999,128.87300000000002,150.765
152,45-53-44.4080N,122-35-39.3620W,18600,AIRPORT,WA29,ANM,WASHINGTON,CLARK,LA CENTER VIEW-AIR,45.9,-122.594,134.727,130.381,114.70599999999997,104.128,216.86900000000003,106.144,96.97699999999999,105.706,107.09899999999999,110.68199999999999,128.87300000000002,150.765
153,46-47-27.5570N,117-55-16.7920W,18601,AIRPORT,WA30,ANM,WASHINGTON,WHITMAN,LACROSSE MUNI,46.79,-117.921,186.97299999999996,200.00299999999996,187.609,186.932,341.873,167.608,160.695,158.90300000000002,156.075,189.994,205.86900000000006,188.57500000000005
154,48-06-37.5250N,122-03-46.2100W,18603,AIRPORT,WN53,ANM,WASHINGTON,SNOHOMISH,FRONTIER AIRPARK,48.11,-122.063,126.67399999999999,109.35900000000002,105.363,81.92400000000002,164.97200000000004,73.299,63.07299999999999,66.444,77.14199999999998,92.55600000000001,125.28400000000003,131.636
155,48-01-03.0441N,122-26-15.8190W,18606,AIRPORT,W10,ANM,WASHINGTON,ISLAND,WHIDBEY AIR PARK,48.02,-122.438,126.67399999999999,109.35900000000002,105.363,81.92400000000002,164.97200000000004,73.299,63.07299999999999,66.444,77.14199999999998,92.55600000000001,125.28400000000003,131.636
156,48-59-54.1660N,118-13-21.3550W,18607,AIRPORT,69S,ANM,WASHINGTON,FERRY,AVEY FIELD,49.0,-118.223,95.83800000000001,101.00400000000002,100.40700000000001,104.138,196.356,89.009,93.77299999999998,98.43400000000001,85.86599999999999,94.91700000000003,95.924,83.109
157,47-49-09.8890N,120-43-11.6190W,18608,AIRPORT,27W,ANM,WASHINGTON,CHELAN,LAKE WENATCHEE STATE,47.82,-120.72,96.94500000000001,123.523,99.005,101.33399999999999,208.001,101.52600000000001,96.522,99.55599999999998,89.716,109.27,108.471,109.58200000000002
158,46-58-36.6310N,118-35-14.0320W,18611,AIRPORT,0S0,ANM,WASHINGTON,ADAMS,LIND,46.98,-118.587,182.52200000000005,200.90799999999996,182.688,188.03499999999997,343.4799999999999,163.484,158.57899999999998,154.61700000000005,154.63199999999998,182.42799999999997,199.594,176.81799999999998
159,46-55-37.8520N,122-58-06.5000W,18612,AIRPORT,4WA2,ANM,WASHINGTON,THURSTON,CRICKET FIELD,46.93,-122.968,129.659,124.215,111.69600000000004,94.38700000000001,199.65999999999997,94.528,86.822,90.33,99.468,106.38299999999998,130.579,140.30200000000002
160,47-10-42.3500N,122-46-18.4800W,18614,AIRPORT,00WA,ANM,WASHINGTON,PIERCE,HOWELL,47.18,-122.772,122.71300000000001,120.37400000000001,107.78699999999999,95.48599999999999,192.262,90.24699999999999,83.48899999999998,83.192,97.28,110.60199999999999,132.166,130.92999999999998
161,48-29-02.1000N,122-56-15.6000W,18616,AIRPORT,S31,ANM,WASHINGTON,SAN JUAN,LOPEZ ISLAND,48.48,-122.938,140.79999999999998,134.00099999999998,121.12599999999999,90.28199999999998,196.096,90.64699999999999,81.64099999999999,87.80099999999999,84.06300000000002,111.59400000000001,141.33999999999997,146.12600000000003
162,48-32-29.3640N,122-53-14.6430W,18618,AIRPORT,4WA4,ANM,WASHINGTON,SAN JUAN,WINDSOCK,48.54,-122.887,152.916,141.97299999999998,122.33600000000001,95.44099999999999,193.76399999999998,91.23500000000001,83.10400000000003,83.78199999999998,85.28,114.78400000000002,144.91099999999997,150.89399999999998
163,48-57-21.2260N,122-27-29.2260W,18619,AIRPORT,38W,ANM,WASHINGTON,WHATCOM,LYNDEN MUNICIPAL AIRPORT JANSEN FIELD,48.96,-122.458,126.97199999999998,111.54000000000002,103.338,85.07099999999998,163.43199999999996,75.19500000000001,67.49600000000001,67.04100000000001,77.90900000000002,97.279,125.49,127.48000000000002
164,47-04-54.0000N,123-16-13.0000W,18621,AIRPORT,WN47,ANM,WASHINGTON,GRAYS HARBOR,BEAR VALLEY SKYRANCH,47.08,-123.27,124.06899999999999,124.33200000000002,114.04899999999999,94.408,202.48799999999997,94.976,89.06599999999999,91.19500000000002,96.21100000000001,110.24,128.12499999999997,136.45
165,47-48-33.7890N,119-38-12.9460W,18623,AIRPORT,8W3,ANM,WASHINGTON,DOUGLAS,MANSFIELD,47.81,-119.637,122.90899999999999,141.90399999999997,126.60600000000001,145.53000000000003,280.2339999999999,135.563,130.634,136.26999999999998,111.76500000000001,132.039,122.29600000000002,110.304
166,46-41-14.1040N,119-55-11.0140W,18625,AIRPORT,M94,ANM,WASHINGTON,GRANT,DESERT AIRE RGNL,46.69,-119.92,146.847,179.438,153.05999999999997,170.27099999999996,323.4840000000001,155.445,144.61699999999996,146.33999999999997,136.31699999999998,160.15699999999998,156.405,144.49
167,46-43-57.4840N,119-42-08.1280W,18626,AIRPORT,74WA,ANM,WASHINGTON,GRANT,MATTAWA AIR STRIP,46.73,-119.702,146.847,179.438,153.05999999999997,170.27099999999996,323.4840000000001,155.445,144.61699999999996,146.33999999999997,136.31699999999998,160.15699999999998,156.405,144.49
168,46-42-29.4800N,119-48-04.1440W,18627,AIRPORT,91WA,ANM,WASHINGTON,GRANT,CHRISTENSEN BROS WAHLUKE STRIP,46.71,-119.801,146.847,179.438,153.05999999999997,170.27099999999996,323.4840000000001,155.445,144.61699999999996,146.33999999999997,136.31699999999998,160.15699999999998,156.405,144.49
169,48-38-58.5030N,120-30-07.3600W,18628,AIRPORT,W12,ANM,WASHINGTON,OKANOGAN,LOST RIVER,48.65,-120.502,100.06099999999996,111.18399999999998,101.33600000000003,96.85,199.58800000000002,98.38500000000002,91.595,96.617,86.92100000000002,108.78500000000003,110.02199999999996,100.107
170,47-47-13.8720N,117-21-29.4580W,18629,AIRPORT,70S,ANM,WASHINGTON,SPOKANE,MEAD FLYING SERVICE,47.79,-117.358,129.34800000000004,140.07,133.82199999999997,142.4,264.01699999999994,122.62599999999999,123.657,124.44999999999996,116.79500000000004,138.195,138.00200000000004,120.95199999999998
171,47-39-33.0000N,117-40-54.0000W,18630,AIRPORT,8AN6,ANM,WASHINGTON,SPOKANE,ISAACSON,47.66,-117.682,143.85199999999998,157.20399999999998,145.60699999999997,156.18299999999996,291.0420000000001,132.094,133.69699999999997,131.648,124.20299999999997,147.648,149.98600000000002,131.42300000000003
172,47-49-35.4000N,117-16-00.8100W,18632,AIRPORT,67WA,ANM,WASHINGTON,SPOKANE,GREENBLUFF MEADOWS,47.83,-117.267,129.34800000000004,140.07,133.82199999999997,142.4,264.01699999999994,122.62599999999999,123.657,124.44999999999996,116.79500000000004,138.195,138.00200000000004,120.95199999999998
173,46-35-08.4970N,119-09-14.0450W,18633,AIRPORT,97WA,ANM,WASHINGTON,FRANKLIN,BASIN CITY AIRFIELD,46.59,-119.154,164.71999999999997,192.469,166.46900000000002,180.235,334.24099999999993,156.648,148.48899999999998,145.90900000000005,141.65900000000002,167.59499999999997,175.88600000000005,156.91499999999996
174,46-36-11.4990N,119-03-46.0320W,18634,AIRPORT,WN31,ANM,WASHINGTON,FRANKLIN,SLINKARD AIRFIELD,46.6,-119.063,164.71999999999997,192.469,166.46900000000002,180.235,334.24099999999993,156.648,148.48899999999998,145.90900000000005,141.65900000000002,167.59499999999997,175.88600000000005,156.91499999999996
175,46-31-17.4950N,119-10-46.0470W,18635,AIRPORT,5WA1,ANM,WASHINGTON,FRANKLIN,DORMAN FIELD,46.52,-119.179,164.71999999999997,192.469,166.46900000000002,180.235,334.24099999999993,156.648,148.48899999999998,145.90900000000005,141.65900000000002,167.59499999999997,175.88600000000005,156.91499999999996
176,48-50-27.2230N,117-17-02.3490W,18636,AIRPORT,09S,ANM,WASHINGTON,PEND OREILLE,SULLIVAN LAKE STATE,48.84,-117.284,88.97299999999997,95.27800000000002,89.95899999999997,97.179,187.04000000000005,82.59900000000003,85.17500000000001,86.23699999999998,84.33400000000002,94.313,90.78699999999998,78.736
177,47-52-16.9090N,121-59-42.8780W,18639,AIRPORT,W16,ANM,WASHINGTON,SNOHOMISH,FIRST AIR FIELD,47.87,-121.995,127.78800000000001,118.087,107.49100000000001,86.189,176.72799999999998,79.262,68.309,70.758,85.50500000000001,98.13500000000002,130.045,136.666
